GUID,ARTIST,TRACK,AIRTIME
e1c82899-c3ab-49b4-8378-7c81c67cc7d6,Ed Sheeran,Beautiful People (feat. Khalid),2022-07-06T14:04:00+02:00
8cd3798d-a8f2-4bec-794c-5e887639e812,GAYLE,abcdefu,2022-07-06T14:01:16+02:00
c1e36699-c7b2-4d86-e193-30227fcb2357,Amy Winehouse,You Know I'm No Good,2022-07-06T13:54:47+02:00
57ce2748-90bd-4350-a1aa-93e41deb22ea,Milky Chance,Stolen Dance,2022-07-06T13:52:15+02:00
b6d64b1c-daf1-460f-16be-6e3f4066246f,P!nk & Willow Sage Hart,Cover Me In Sunshine,2022-07-06T13:49:30+02:00
0345ba97-5538-43b9-3b67-cf9562c82e95,Max Giesinger,Legenden,2022-07-06T13:45:53+02:00
4f90a023-a6d9-4d50-679e-16e7b36ef5a4,Kygo x DNCE,Dancing Feet,2022-07-06T13:41:29+02:00
43ead900-6f7d-4f72-f5c3-b09d38614250,Eternal,I Wanna Be the Only One (feat. Bebe Winans),2022-07-06T13:37:59+02:00
472ece51-2549-4a49-8ea3-fd20b80b5a84,George Ezra,Green Green Grass,2022-07-06T13:34:33+02:00
e9494ee0-e704-4dbd-e69d-503050671a40,James Arthur,Naked,2022-07-06T13:30:49+02:00
a37841fc-7e58-495c-e47a-c3070fae7408,Alicia Keys,Love Looks Better,2022-07-06T13:27:31+02:00
47ecb401-3257-4f15-db45-419b819a0e12,Adel Tawil,Lieder,2022-07-06T13:23:52+02:00
8d19c9a3-c495-4617-1a24-de0201d74648,Beyoncé,If I Were a Boy,2022-07-06T13:19:30+02:00
c9e91dcf-6f29-4c4b-0397-53513f1cf9f5,twenty one pilots,Stressed Out,2022-07-06T13:16:10+02:00
7a619f1d-4003-41fa-4527-cf72da6da5de,Wham!,Wake Me Up Before You Go-Go,2022-07-06T13:11:54+02:00
8d591381-c5f1-4aa2-ccd2-bf1ae0c5e390,Leony,Remedy,2022-07-06T13:09:31+02:00
ed0666a6-53b3-4627-ffad-184ce20401c7,Kwabs,Walk,2022-07-06T13:04:32+02:00
551cffb9-7787-490e-a72e-805d512ebebe,"ATB, Topic & A7S",Your Love (9PM),2022-07-06T13:02:07+02:00
94bf17d1-bdab-4043-b412-9b87e30a2e99,Shawn Mendes,When You're Gone,2022-07-06T12:51:36+02:00
e77b0450-96dd-473d-a702-81fc81f17988,Tim Bendzko,Unter die Haut (feat. Cassandra Steen),2022-07-06T12:47:48+02:00
58a4bf02-60d1-40db-9714-893f4fb8638e,Alle Farben & HUGEL,Castle (feat. FAST BOY),2022-07-06T12:44:01+02:00
ce7459c1-86f6-44d7-23d8-c076eee2d956,Robbie Williams,Supreme,2022-07-06T12:40:01+02:00
eb090347-f067-4ba2-c2d9-6d8c035d2c27,Taylor Swift,cardigan,2022-07-06T12:36:17+02:00
bf8b4cc1-1a02-4bff-040d-603d85f8304d,Rihanna,S&M,2022-07-06T12:32:14+02:00
842fce88-42a9-43bf-3d50-7b4b14222b22,Emeli Sandé,"Read All About It, Pt. III",2022-07-06T12:22:48+02:00
0f1673f4-3a20-4d31-265a-86a04575a572,Ed Sheeran,Bad Habits,2022-07-06T12:19:07+02:00
73117e86-b18b-4eb6-a94d-762a597dc689,Jack Johnson,Upside Down,2022-07-06T12:15:36+02:00
c8c92e9d-5989-47cb-5129-ad74fd6a3840,Felix Jaehn & MESTO,Never Alone (feat. VCATION),2022-07-06T12:12:17+02:00
a0d7256c-ca73-4efa-d872-28a02b02369b,Will Smith,Miami,2022-07-06T12:09:02+02:00
666364a4-5c3e-43d3-edd8-3e28069f22d1,Jonas Monar,Nie zu Ende,2022-07-06T12:04:24+02:00
7779458f-d8f8-46fa-16fe-cb90e13fe7a2,Alesso & Katy Perry,When I'm Gone,2022-07-06T12:01:50+02:00
c10569ac-cf34-4af0-c5bd-df4949b587a1,Corinne Bailey Rae,Put Your Records On,2022-07-06T11:56:07+02:00
35d7c9b5-6f26-44c6-a863-af69fe461101,2raumwohnung,Bei Dir bin ich schön,2022-07-06T11:52:56+02:00
8654e609-52b3-40f2-9d16-f8d5ee5a778b,Tom Gregory,Footprints,2022-07-06T11:49:08+02:00
ce7b8365-1c2f-46c4-737c-8525f627ad75,Leon Bridges,If It Feels Good (Then It Must Be),2022-07-06T11:46:00+02:00
83778084-d670-413f-3886-80103f8b8262,Jaymes Young,Infinity,2022-07-06T11:41:02+02:00
924e936d-8de8-4c14-fcae-51f312af43c1,Michael Jackson,Who Is It,2022-07-06T11:37:06+02:00
785d7c68-512f-4409-7a4f-c2b23c1ae24f,Max Giesinger,Taxi,2022-07-06T11:33:51+02:00
0ec440b2-0446-4abc-27d1-2a59cddf5d2c,Meduza,Paradise (feat. Dermot Kennedy),2022-07-06T11:31:06+02:00
b0e56886-df41-418c-56bc-710054cc73a0,Revolverheld,Immer noch fühlen,2022-07-06T11:27:53+02:00
c0c935b3-2d9f-469d-ec24-ed741a7e6041,Taio Cruz,Break Your Heart (feat. Ludacris),2022-07-06T11:24:52+02:00
911ce949-6409-4ad5-29db-0b53e8a9660e,Robbie Williams,Feel,2022-07-06T11:20:46+02:00
5f4e4abe-8514-4e03-d954-6a38898542dc,Liam Payne,Stack It Up (feat. A Boogie wit da Hoodie),2022-07-06T11:17:54+02:00
602fbaf6-da13-4a7a-9c3d-528f7d2494a0,The Police,Every Breath You Take,2022-07-06T11:13:46+02:00
b6524a11-8f17-4f48-6ed7-1a5e15fe79cf,Harry Styles,As It Was,2022-07-06T11:11:00+02:00
f3f2a02f-4c8e-41c0-dbaf-aff745b12932,Years & Years,King,2022-07-06T11:05:51+02:00
16f8467d-481b-4f08-9f03-f74eea37e42f,Coldplay X BTS,My Universe,2022-07-06T11:02:48+02:00
f80e144d-e57e-4874-baa7-53e11ce7a541,Avicii,Hey Brother,2022-07-06T10:56:39+02:00
82d344ed-1f26-49ff-35b3-a6700910ae44,Katrina & The Waves,Walking On Sunshine,2022-07-06T10:52:51+02:00
5069e6d7-570b-4f68-1ab2-79a9984629a1,Purple Disco Machine & Sophie and the Giants,In The Dark,2022-07-06T10:49:31+02:00
584e50aa-d031-4ff3-ec31-81dd3939ca22,Sportfreunde Stiller,"Applaus, Applaus",2022-07-06T10:46:29+02:00
4d0cbb9f-a6ca-47fd-2266-cad24bd523e3,Shouse,Love Tonight,2022-07-06T10:42:22+02:00
b5feb937-5ba0-49e5-6adc-14719e34fb56,Amy Winehouse,Rehab,2022-07-06T10:38:54+02:00
eba1c866-ded9-4f03-ac74-3343c89ad727,Shawn Mendes,Treat You Better,2022-07-06T10:35:50+02:00
8fa27c74-8520-4f6b-908f-7e3094a5d7d3,Flo Rida,Whistle,2022-07-06T10:31:59+02:00
5cbfb6c6-574c-44d1-0c52-e9e19cb13c0f,Dua Lipa,Hallucinate,2022-07-06T10:27:37+02:00
dae020a4-b7bd-4e35-1c9f-4a12b910d03e,One Direction,Story of My Life,2022-07-06T10:24:04+02:00
ed1d60d1-2757-450e-766c-89120daab15d,Rag'n'Bone Man,All You Ever Wanted,2022-07-06T10:21:01+02:00
41a90538-cd9c-475b-0380-bf8d492b9c22,Zedd & Katy Perry,365,2022-07-06T10:13:11+02:00
51b9a258-3aa2-478b-b787-d16b2ef5b01e,Janet Jackson,Whoops Now,2022-07-06T10:09:48+02:00
a3e54539-894c-4fe7-e67b-150981d6de6e,Wincent Weiss,Feuerwerk,2022-07-06T10:05:04+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T10:02:00+02:00
43f6ab27-2036-41e1-ecc1-2acc4e739f1a,Counting Crows,Big Yellow Taxi,2022-07-06T09:56:29+02:00
5d3b504a-9d0f-4925-ad22-d3d224919002,Luis Fonsi,Despacito (feat. Daddy Yankee),2022-07-06T09:52:44+02:00
176b9eb7-cc6d-4077-4210-68629de737fb,James Blunt,Adrenaline,2022-07-06T09:49:24+02:00
dbbdb64a-d169-4bb6-ee45-1da2422cbd31,Ed Sheeran,Photograph,2022-07-06T09:45:45+02:00
e1b57a7b-fb10-4c9c-2c63-11a2fb254870,Stefanie Heinzmann & Hight,Best Life,2022-07-06T09:41:43+02:00
31931506-f369-4eaa-8993-6ffd6e299dca,Robbie Williams,She's the One,2022-07-06T09:37:36+02:00
