GUID,ARTIST,TRACK,AIRTIME
347f0ced-576d-46c1-8664-b758e9015be2,AC/DC,T.N.T.,2022-07-06T16:46:08+02:00
e1f82ede-986a-4f1c-7305-863f16192691,Def Leppard,Kick,2022-07-06T16:41:30+02:00
afe2c2eb-6ea2-4b20-8deb-1b368e2ec2a9,Matchbox Twenty,Push,2022-07-06T16:37:35+02:00
208a6a8a-ba81-462a-681d-5434d3438546,Yes,Owner of a Lonely Heart,2022-07-06T16:33:05+02:00
2200f203-b3cf-4107-9a48-4efba9f0d5ee,The FAIM,Ease My Mind,2022-07-06T16:30:10+02:00
4d464a16-84ae-4ba2-2469-a60b5ce54399,Five Finger Death Punch,AfterLife,2022-07-06T16:22:39+02:00
244c54ae-ce39-4531-688c-0477ebcc1330,Alanis Morissette,you oughta know,2022-07-06T16:18:33+02:00
5d200701-7576-44b2-d792-3ebfd792e9a0,Takida,In Spite of Everything,2022-07-06T16:13:57+02:00
ab20cddd-dbe8-46d4-518a-353f19d24c87,Bryan Adams,Summer Of '69,2022-07-06T16:10:36+02:00
abc63637-dca7-42e3-4cec-6e43105c86ab,Good Charlotte,Lifestyles of the Rich & Famous,2022-07-06T16:06:16+02:00
8e921ee3-16ff-434d-4474-8ee04682a608,Bruce Springsteen,Dancing in the Dark,2022-07-06T16:02:35+02:00
600ee233-966d-4f40-52b0-b2cb76a87e84,Die Ärzte,Schrei nach Liebe,2022-07-06T15:55:16+02:00
1a38f3cb-d9bc-4279-6a88-38ce6b3abadc,Weezer,Beverly Hills,2022-07-06T15:52:02+02:00
29a9d00b-c689-421a-7286-bee3327de5a2,Meat Loaf,Modern Girl,2022-07-06T15:47:27+02:00
45fbfd27-e825-459e-4078-327519317fe4,Panic! At the Disco,Viva Las Vengeance,2022-07-06T15:43:24+02:00
fa5977f4-05b7-4ad3-52d1-fe591a1f3782,Eric Clapton,After Midnight,2022-07-06T15:40:26+02:00
ec44ae76-cf6b-4554-c6a1-e2568232d385,The White Stripes,Seven Nation Army,2022-07-06T15:36:17+02:00
6cd2a631-0983-451a-ee76-8c0e95d25837,ZZ Top,Gimme All Your Lovin',2022-07-06T15:32:27+02:00
92649521-04bf-4d3e-f813-b150d882f8d3,Social Distortion,Don't Drag Me Down,2022-07-06T15:26:06+02:00
fbe34527-1ef5-4d9b-3a73-77c3cca9e493,Counting Crows,Elevator Boots,2022-07-06T15:22:07+02:00
558ce2b6-4450-438f-9195-93cdc0bf351c,The Cult,She Sells Sanctuary,2022-07-06T15:16:26+02:00
771271a0-17c1-43e0-7696-91435e46fc4e,LIVE,Selling the Drama,2022-07-06T15:13:12+02:00
eb34c2ba-4bfb-4f79-124b-746df8518506,Volbeat,Temple Of Ekur,2022-07-06T15:08:54+02:00
3f6070b8-7d2a-45d5-571c-0a3f4ee21551,U2,Where the Streets Have No Name,2022-07-06T15:04:37+02:00
80ff04fd-d21a-4fce-41a0-afc22c463b21,The Interrupters,Gave You Everything,2022-07-06T15:01:33+02:00
2728812d-6aa3-46e8-639d-c8ef279fc441,Krokus,Drive It In,2022-07-06T14:54:51+02:00
ba0bc3bd-cc6e-4219-dd47-cdbd109355d2,INXS,Need You Tonight,2022-07-06T14:51:47+02:00
60c7fcde-55ff-4ab6-eaeb-d41854722b6b,Sum 41,Underclass Hero,2022-07-06T14:48:30+02:00
43ecc306-831e-45c7-ceba-eb7985f13a96,Alice Cooper,No More Mr. Nice Guy,2022-07-06T14:44:48+02:00
11ed60c5-538d-44be-5982-1a2f3f1e8385,Måneskin,Supermodel,2022-07-06T14:42:02+02:00
