GUID,ARTIST,TRACK,AIRTIME
0b9922cb-aad3-4422-ff7a-39643eab6341,Justin Timberlake,Rock Your Body,2022-07-06T17:33:47+02:00
706f702d-52c1-4dfd-5403-089f2e8f0b53,Casper,Keine Angst (feat. Drangsal),2022-07-06T17:29:14+02:00
5774012b-5044-4f52-28ae-99c8cd0316f6,OneRepublic,Sunshine,2022-07-06T17:25:56+02:00
837fe5dd-eb3d-4c6f-d590-9ca7f6c3829e,Avril Lavigne,Bite Me,2022-07-06T17:22:19+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T17:19:26+02:00
7c863802-47f8-48e3-5b08-e50dc0d4590e,Marshmello & Khalid,Numb,2022-07-06T17:09:05+02:00
fa5e74d5-82eb-48e8-132f-63014092074f,CRO,Nie mehr,2022-07-06T17:06:13+02:00
cce1eb31-55ac-4661-be3e-a8fead0b5dd1,Kontra K,Zwischen Himmel & Hölle,2022-07-06T17:01:47+02:00
81793a28-b461-4b2c-b61b-735995951129,Provinz,Großstadt,2022-07-06T16:58:57+02:00
39665684-c891-4e90-6cec-4abbc0f0f38c,Miksu / Macloud & T-Low,Sehnsucht,2022-07-06T16:54:13+02:00
57cde37b-2b89-4807-fe8e-2c4534699091,Dermot Kennedy,Something to Someone,2022-07-06T16:50:34+02:00
78359f49-6591-4747-0cb9-7ae0a93f6869,Rita Ora,Your Song,2022-07-06T16:41:58+02:00
98be8052-a45f-4977-75d2-45e25b12c115,Teesy,Die goldenen Zwanziger,2022-07-06T16:38:31+02:00
fc742d3b-6658-49fc-fc96-6d8a368be08c,Eminem,My Name Is,2022-07-06T16:34:09+02:00
99e3db3f-66bc-4fa3-068c-fea511de78ff,Tate McRae,she's all i wanna be,2022-07-06T16:29:40+02:00
11ed60c5-538d-44be-5982-1a2f3f1e8385,Måneskin,Supermodel,2022-07-06T16:26:40+02:00
81fffd31-1614-4d2e-f807-dd582d8b7fb7,Lena & Nico Santos,Better,2022-07-06T16:22:29+02:00
f51aa89d-c7cc-4e9c-e1ac-aab04bc29ca4,Kraftklub,Ein Song reicht,2022-07-06T16:19:11+02:00
1e2a35c1-6448-4c9b-54f5-9e933c886f7c,MC Fitti,Autoscooter,2022-07-06T16:11:29+02:00
f5f4c59e-910e-48ab-56f3-ef1592991da4,Milky Chance,Colorado,2022-07-06T16:08:00+02:00
4d12b4dc-7f38-46ce-a911-ae8ddbd3dab0,Imagine Dragons,Waves,2022-07-06T16:04:36+02:00
5aa51d74-551d-44b0-7a0f-b3e2edcde0b6,Calvin Harris x Dua Lipa x Young Thug,Potion,2022-07-06T16:00:12+02:00
4b6ffeef-b756-4b5f-bfa6-98a2de8a47d2,Kygo,Stargazing,2022-07-06T15:56:27+02:00
b6524a11-8f17-4f48-6ed7-1a5e15fe79cf,Harry Styles,As It Was,2022-07-06T15:52:38+02:00
af30aaeb-bc3c-4eee-14f9-241885c52cf7,Tiesto feat. Ava Max,The Motto,2022-07-06T15:50:00+02:00
423dac11-0365-4473-544c-5055abd219cd,Bastille,Joy,2022-07-06T15:40:35+02:00
4cd263e4-eb77-4810-345f-e48b80b52dd5,Macklemore,And We Danced (feat. Ziggy Stardust),2022-07-06T15:36:50+02:00
a622f9cd-19f3-4a54-b82e-6774cf86d4ea,Apache 207,Sport,2022-07-06T15:33:48+02:00
920e3e4f-c8b5-405e-ce71-6b19d5971328,Alligatoah,Denk an die Kinder,2022-07-06T15:29:52+02:00
85e0baf9-e2be-40c7-7621-479f62fc5f2c,Black Eyed Peas x Shakira x David Guetta,Don't You Worry,2022-07-06T15:25:32+02:00
1f000fac-8991-41c1-4aad-a92c34c55750,twocolors,Bloodstream,2022-07-06T15:21:12+02:00
807d9aef-eac9-45fe-2441-ae1405d19a45,"Ion Miles, SiraOne, BHZ",Powerade,2022-07-06T15:18:53+02:00
b60d8898-f332-47cd-9ba0-cb94c04fb530,KUNGS VS. COOKIN' ON 3 BURNERS,This Girl (Album Version),2022-07-06T15:09:33+02:00
cc929df7-1e95-4624-f19c-ee8d5ef02c8c,The Kid LAROI,Thousand Miles,2022-07-06T15:06:57+02:00
999b4796-a995-40f7-19c0-e9484b477b85,Kontra K,Alles was sie will,2022-07-06T15:04:14+02:00
04403a81-6884-4a5a-06f7-beb037a34c8f,Provinz,Verrate deine Freunde,2022-07-06T15:00:32+02:00
b5c3e099-47f0-4414-4bd4-72f96a93e88b,Madsen,Kompass,2022-07-06T14:56:03+02:00
c6577491-80e3-43a2-7b69-cbea5621f18c,Avicii,SOS (feat. Aloe Blacc),2022-07-06T14:52:14+02:00
c9fa7c93-befc-4927-5a3f-9be23d74ec73,Felix Jaehn,Do It Better (feat. Zoe Wees),2022-07-06T14:49:38+02:00
ad5af016-9db8-409c-99df-e50f22e90460,Marshmello & Anne-Marie,FRIENDS,2022-07-06T14:39:35+02:00
30b24e45-1a1b-49b2-4878-cc4807bb10bd,Crazy Town,Butterfly,2022-07-06T14:36:06+02:00
e7799cd6-3959-442c-3c3e-7a2904487de0,Marteria,Niemand bringt Marten um,2022-07-06T14:31:52+02:00
ddc1cf6b-3b76-4aac-e043-e19ae69f8a6b,Camila Cabello & Ed Sheeran,Bam Bam,2022-07-06T14:27:52+02:00
9e781ee4-9e6d-40f1-46fc-210cc6bd8641,Tiësto & Mabel,God Is a Dancer,2022-07-06T14:23:46+02:00
13b3b050-b53a-4402-60ba-29236f17921f,SDP x Clueso,Die schönsten Tage,2022-07-06T14:20:41+02:00
8ad648ff-9ee8-4154-cf20-a57ac13cf4f2,Lost Frequencies & Calum Scott,Where Are You Now,2022-07-06T14:12:34+02:00
7ba63065-4467-44c9-2fb6-4c8dd96223b7,John Newman,Love Me Again,2022-07-06T14:09:12+02:00
953ead9a-0ecb-4414-5825-bd1c0443adff,Kraftklub,Blau,2022-07-06T14:04:28+02:00
2de22658-91ba-4594-f80f-e4c9cf3a999b,Jan Delay,DER BASS & DIE GANG,2022-07-06T14:00:33+02:00
ea753a51-f008-422e-4be6-d7bb99d910e2,Leoniden,L.O.V.E.,2022-07-06T13:57:23+02:00
7790106a-2ee2-4bfe-a5dc-5d5b0e350e89,Bausa,Frühling im Viertel,2022-07-06T13:53:30+02:00
ad8b4f24-2434-4760-cc7d-e89b1eb3b026,Charlie Puth,Light Switch,2022-07-06T13:50:34+02:00
bf999158-805c-494f-8919-42d2b2bcdbf0,Powfu,Coffee For Your Head,2022-07-06T13:41:32+02:00
227ce79e-4ba9-48c3-3c38-c5816c676cc5,Kummer & Fred Rabe,DER LETZTE SONG (ALLES WIRD GUT),2022-07-06T13:38:36+02:00
4f90a023-a6d9-4d50-679e-16e7b36ef5a4,Kygo x DNCE,Dancing Feet,2022-07-06T13:35:05+02:00
b9be2701-2c74-4ebf-ef83-fe492fc812c7,Peter Licht,Sonnendeck (Deck 5 Mix),2022-07-06T13:31:55+02:00
89695dc6-1025-4b46-57f8-475f0e7de2ff,Alice Merton,Loveback,2022-07-06T13:27:57+02:00
f042a55f-fe89-48fc-dc64-2f9e1e3b4960,bbno$,edamame (feat. Rich Brian),2022-07-06T13:25:07+02:00
39665684-c891-4e90-6cec-4abbc0f0f38c,Miksu / Macloud & T-Low,Sehnsucht,2022-07-06T13:22:16+02:00
ee1632b1-1ab0-49ba-cc19-b0d464290d34,Maeckes,Partykirche (feat. Audio88 & Yassin),2022-07-06T13:18:51+02:00
75749a6a-e071-404b-bb8f-65601409822e,ClockClock,Sorry,2022-07-06T13:09:13+02:00
9cd15268-d322-4b47-57b3-dee082f0b917,G-Eazy & Halsey,Him & I,2022-07-06T13:04:47+02:00
77732da2-0bbc-451e-ee35-7e045495db32,JEREMIAS,Blaue Augen,2022-07-06T13:01:21+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T12:57:53+02:00
d5ee920a-7be8-420c-28e4-0dc967d37de7,Scooter,Maria (I Like It Loud),2022-07-06T12:54:17+02:00
ebcf6d9e-f0ab-4afe-91a6-2c51ca271b61,Emilio,AUSMACHT,2022-07-06T12:51:29+02:00
98a71581-ee97-444b-3330-d5468c46978a,AnnenMayKantereit,Pocahontas,2022-07-06T12:48:30+02:00
1354eca7-b5b3-44d9-7ffc-f02a2aade7d7,Macklemore & Ryan Lewis,"Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz)",2022-07-06T12:38:14+02:00
192cdd0d-0103-4e1e-49e3-c78a605ef57a,Imagine Dragons,Bones,2022-07-06T12:35:01+02:00
