GUID,ARTIST,TRACK,AIRTIME
f861e55f-f22e-44be-e888-c3678f9dae2c,Amy Grant,"Baby, Baby",2022-07-06T17:58:00+02:00
65b3af4d-e212-48c3-c344-1b7cc08254e3,Loona,Bailando,2022-07-06T17:54:31+02:00
2dad950c-9106-42bc-8f79-8f6a7d69c0e6,Britney Spears,(You Drive Me) Crazy,2022-07-06T17:50:42+02:00
679bb041-782f-4d18-ce98-5d1f6e7f1ba2,TNN,La Cucamarcha,2022-07-06T17:46:40+02:00
f07ec1c9-026d-48db-3a10-37f3f9c3a364,Fugees,Killing Me Softly,2022-07-06T17:42:40+02:00
2da7336a-cfdb-4584-03df-6050268ad3ab,Christina Aguilera,Genie in a Bottle,2022-07-06T17:39:04+02:00
0702999f-9fdc-4a60-925a-966bc9a13d2e,Lenny Kravitz,It Ain't Over 'Til It's Over,2022-07-06T17:35:19+02:00
d30304c9-ee7e-4f87-8f32-49bbb001bcc1,Gigi D'Agostino,The Riddle,2022-07-06T17:32:06+02:00
53e4ce02-bc97-4a57-1c5a-b8fa38affb3c,Fettes Brot,Jein,2022-07-06T17:27:08+02:00
e4b59158-4d6e-450a-1603-46b7f08b5251,Dr. Alban,It's My Life,2022-07-06T17:23:17+02:00
22b2ee72-6f40-4e15-4fb1-2941c1cf5d2a,TLC,No Scrubs,2022-07-06T17:19:21+02:00
7b4e8089-0f39-4ddb-d497-3fda3eedb438,The Lemonheads,Mrs. Robinson,2022-07-06T17:15:58+02:00
a9739da5-316b-46d3-628f-8832eefd30d9,Madonna,Frozen,2022-07-06T17:10:46+02:00
d6d38694-68bf-4910-7a5d-f55661e6722e,*NSYNC,Tearin' Up My Heart,2022-07-06T17:07:26+02:00
5d1cb35f-cc8d-439b-8d89-d45d9c5c3c25,Ace of Base,Beautiful Life,2022-07-06T17:03:51+02:00
23a1b354-d893-425b-343c-e8a27ff22982,La Bouche,Be My Lover,2022-07-06T16:58:06+02:00
3bb1aa37-458a-40cb-969b-b76d5c48d645,HIM,Join Me,2022-07-06T16:54:34+02:00
23997639-b4ed-4fd7-8b9c-1810c3aaa21a,Shanice,I Love Your Smile,2022-07-06T16:50:18+02:00
7b0ef0ea-6473-42fe-239a-c923cc784038,Nightcrawlers,Push the Feeling On (Mk Dub Revisited Edit),2022-07-06T16:46:26+02:00
deb8909e-f2f5-4cf5-1607-47762d69b332,Lutricia McNeal,Ain't That Just the Way,2022-07-06T16:43:05+02:00
85e5b991-5707-486f-ec5a-332b214e33c3,Robbie Williams,Let Me Entertain You,2022-07-06T16:39:23+02:00
fc9a99e6-1945-43ad-2726-dc88e4221f01,Everything But the Girl,Missing,2022-07-06T16:35:30+02:00
697bb344-8982-420c-3fb2-dd7624f25a79,Bloodhound Gang,The Bad Touch,2022-07-06T16:31:30+02:00
3e8b76d3-9add-4980-3088-4326209e90e4,Pet Shop Boys,Se a Vida É (That's the Way Life Is),2022-07-06T16:26:50+02:00
bd4a0cc7-c503-4615-fcf2-65943072cbd0,Moby,Why Does My Heart Feel So Bad?,2022-07-06T16:23:05+02:00
4aaa3edb-1d4a-4587-bfd1-b33d27673aa1,Jam & Spoon,Right in the Night (Fall in Love with Music) (feat. Plavka),2022-07-06T16:18:51+02:00
0a052f02-efc9-4c12-eecb-a336f8161e71,Michael Jackson,Remember the Time,2022-07-06T16:14:47+02:00
7fafe4f1-3d91-42e4-b40e-0cc2e36526ad,MC Hammer,U Can't Touch This,2022-07-06T16:10:18+02:00
f981a8dc-85a3-4478-3f97-a1a00e7f5438,Backstreet Boys,I Want It That Way,2022-07-06T16:06:51+02:00
55143467-ed74-4194-68ac-ad7091cc4321,Snap!,Do You See the Light,2022-07-06T16:02:43+02:00
b563207c-5bce-4c3f-46b9-666745a1ecf9,Soul Asylum,Runaway Train,2022-07-06T15:56:40+02:00
ff7a2451-de07-4bcc-895c-2679e4cf9dd6,Jennifer Lopez,If You Had My Love,2022-07-06T15:52:31+02:00
